session_id,vehicle_id,station_id,start_time,end_time,duration_minutes,energy_kwh,total_cost_inr,payment_method,session_status,user_rating
247,197,49,2023-11-03 22:24:00,2023-11-03 23:06:00,42,10.49,87.7,Debit Card,Interrupted,1.3
248,324,113,2023-07-14 04:02:00,2023-07-14 05:06:00,64,3.71,59.81,RFID Tag,Completed,3.0
249,33,79,2024-05-26 17:53:00,2024-05-26 20:03:00,130,46.29,622.6,UPI,Completed,2.4
250,173,11,2024-02-20 03:13:00,2024-02-20 05:41:00,148,28.88,350.89,QR Code,Failed,1.6
251,297,60,2023-03-15 01:47:00,2023-03-15 02:38:00,51,10.45,173.99,UPI,Interrupted,4.6
252,317,12,2023-09-06 22:41:00,2023-09-06 23:29:00,48,2.62,42.78,QR Code,Completed,4.6
253,421,25,2024-04-12 19:10:00,2024-04-12 21:56:00,166,11.66,41.16,UPI,Completed,3.0
254,410,57,2023-03-06 06:27:00,2023-03-06 08:08:00,101,31.01,515.39,QR Code,Failed,2.6
255,62,36,2023-11-26 06:48:00,2023-11-26 07:14:00,26,6.18,70.51,Debit Card,Completed,1.5
256,73,107,2023-06-22 22:23:00,2023-06-23 00:59:00,156,15.95,203.52,Credit Card,Failed,1.2
257,52,97,2023-06-11 00:56:00,2023-06-11 03:15:00,139,10.5,87.36,UPI,Completed,4.7
258,362,73,2024-03-02 22:51:00,2024-03-03 01:07:00,136,36.62,495.47,Credit Card,Completed,3.6
259,268,116,2024-02-26 07:11:00,2024-02-26 10:02:00,171,46.0,574.08,RFID Tag,Completed,3.9
260,314,23,2024-10-04 09:22:00,2024-10-04 11:24:00,122,6.28,44.71,Credit Card,Completed,1.5
261,272,25,2024-09-25 11:55:00,2024-09-25 14:28:00,153,32.24,113.81,Wallet,Failed,3.6
262,142,14,2023-07-18 03:50:00,2023-07-18 04:43:00,53,14.15,174.47,Wallet,Interrupted,1.7
263,344,12,2023-02-25 20:23:00,2023-02-25 21:50:00,87,10.12,165.26,Debit Card,Interrupted,3.5
264,456,117,2023-02-14 03:47:00,2023-02-14 04:15:00,28,9.6,123.94,Credit Card,Completed,4.1
265,249,132,2023-04-29 02:57:00,2023-04-29 04:12:00,75,20.88,318.84,RFID Tag,Failed,2.3
266,102,84,2023-08-24 03:20:00,2023-08-24 04:33:00,73,5.92,100.88,QR Code,Interrupted,4.5
267,193,57,2023-03-17 15:37:00,2023-03-17 17:56:00,139,9.34,155.23,Wallet,Completed,1.9
268,313,117,2023-07-02 12:23:00,2023-07-02 13:12:00,49,9.55,123.29,Credit Card,Failed,2.4
269,139,52,2023-12-10 04:02:00,2023-12-10 06:42:00,160,11.02,191.64,Credit Card,Completed,4.4
270,235,108,2023-06-25 10:14:00,2023-06-25 11:44:00,90,21.7,255.84,QR Code,Failed,4.6
271,296,59,2023-03-30 13:54:00,2023-03-30 16:22:00,148,30.33,118.89,Credit Card,Failed,2.9
272,237,72,2023-01-15 23:27:00,2023-01-16 00:45:00,78,10.02,115.73,Wallet,Failed,1.9
273,475,39,2024-08-10 00:26:00,2024-08-10 00:52:00,26,1.63,24.19,Wallet,Failed,4.1
274,18,109,2024-06-27 12:30:00,2024-06-27 13:10:00,40,7.73,103.89,Credit Card,Completed,3.2
275,7,105,2023-08-12 04:22:00,2023-08-12 05:52:00,90,11.31,151.67,UPI,Completed,2.9
276,157,42,2024-12-21 14:54:00,2024-12-21 17:35:00,161,46.15,238.6,UPI,Interrupted,2.9
277,71,104,2023-07-09 11:40:00,2023-07-09 13:53:00,133,36.3,255.55,UPI,Failed,1.3
278,458,86,2024-06-27 01:18:00,2024-06-27 03:22:00,124,35.76,334.0,QR Code,Failed,3.2
279,407,54,2024-12-02 02:39:00,2024-12-02 04:19:00,100,28.3,205.46,UPI,Failed,4.8
280,346,94,2023-02-22 03:24:00,2023-02-22 05:12:00,108,21.32,164.8,UPI,Interrupted,2.5
281,332,18,2024-07-28 22:49:00,2024-07-28 23:56:00,67,6.29,104.04,Debit Card,Completed,3.2
282,333,123,2024-08-17 22:13:00,2024-08-17 23:25:00,72,10.91,82.04,Debit Card,Failed,3.7
283,142,14,2023-03-06 11:22:00,2023-03-06 13:32:00,130,26.52,326.99,RFID Tag,Completed,2.9
284,273,75,2024-04-07 19:23:00,2024-04-07 19:54:00,31,3.4,22.58,Wallet,Completed,1.3
285,460,46,2023-10-23 02:06:00,2023-10-23 03:03:00,57,7.83,90.36,QR Code,Completed,3.0
286,448,53,2024-06-17 20:01:00,2024-06-17 21:31:00,90,16.37,291.71,QR Code,Failed,4.7
287,243,89,2024-03-06 14:47:00,2024-03-06 17:47:00,180,10.22,85.13,Credit Card,Completed,1.1
288,411,60,2024-06-16 20:21:00,2024-06-16 22:21:00,120,27.99,466.03,QR Code,Failed,4.1
289,249,136,2024-07-15 14:29:00,2024-07-15 16:01:00,92,21.13,307.44,Debit Card,Completed,4.2
290,117,124,2024-01-16 09:49:00,2024-01-16 10:16:00,27,2.62,9.75,Debit Card,Interrupted,4.8
291,317,42,2024-12-29 17:18:00,2024-12-29 18:19:00,61,21.85,112.96,QR Code,Failed,4.6
292,407,40,2023-06-15 07:07:00,2023-06-15 07:32:00,25,9.12,94.21,RFID Tag,Completed,2.8
293,190,48,2023-07-30 17:45:00,2023-07-30 18:08:00,23,6.0,65.46,Debit Card,Completed,2.5
294,277,42,2024-06-30 09:07:00,2024-06-30 09:28:00,21,3.74,19.34,Wallet,Completed,4.8
295,476,82,2023-06-09 00:47:00,2023-06-09 03:21:00,154,55.28,385.85,Debit Card,Failed,3.8
296,243,75,2024-08-10 21:09:00,2024-08-10 23:48:00,159,44.63,296.34,Wallet,Interrupted,3.8
297,375,123,2023-02-11 04:43:00,2023-02-11 07:19:00,156,13.57,102.05,UPI,Interrupted,3.5
298,113,115,2024-01-01 02:20:00,2024-01-01 02:49:00,29,7.03,93.22,Credit Card,Failed,3.1
299,401,72,2023-07-20 00:05:00,2023-07-20 02:37:00,152,48.49,560.06,QR Code,Failed,4.8
300,500,132,2024-02-08 06:31:00,2024-02-08 08:07:00,96,23.14,353.35,RFID Tag,Completed,4.6
301,185,102,2023-06-01 22:54:00,2023-06-02 00:58:00,124,20.71,277.93,Debit Card,Completed,2.1
302,180,79,2024-04-01 17:05:00,2024-04-01 18:15:00,70,19.63,264.02,Wallet,Failed,5.0
303,412,114,2023-10-23 05:51:00,2023-10-23 07:54:00,123,34.53,605.31,Wallet,Completed,4.3
304,307,23,2023-05-28 06:19:00,2023-05-28 08:35:00,136,49.37,351.51,RFID Tag,Interrupted,1.3
305,492,97,2023-04-01 00:26:00,2023-04-01 03:24:00,178,60.44,502.86,Wallet,Completed,3.2
306,364,36,2023-07-24 05:53:00,2023-07-24 07:45:00,112,15.87,181.08,Wallet,Completed,4.3
307,155,78,2024-05-20 17:47:00,2024-05-20 20:00:00,133,16.11,281.93,UPI,Completed,2.1
308,490,121,2023-05-08 20:42:00,2023-05-08 22:10:00,88,16.02,276.51,Wallet,Failed,3.6
309,15,31,2023-10-11 15:04:00,2023-10-11 17:52:00,168,48.06,543.08,RFID Tag,Interrupted,3.3
310,445,67,2024-10-05 21:30:00,2024-10-05 22:15:00,45,7.57,27.86,QR Code,Failed,1.1
311,133,42,2024-08-18 01:09:00,2024-08-18 02:45:00,96,18.82,97.3,QR Code,Completed,2.4
312,28,70,2024-01-05 13:40:00,2024-01-05 15:26:00,106,6.94,62.46,Debit Card,Failed,3.6
313,40,132,2023-07-18 20:11:00,2023-07-18 20:50:00,39,9.34,142.62,Credit Card,Failed,2.3
314,162,78,2023-10-05 21:44:00,2023-10-05 23:31:00,107,8.6,150.5,RFID Tag,Interrupted,4.3
315,7,36,2024-06-14 09:23:00,2024-06-14 11:42:00,139,25.08,286.16,Credit Card,Completed,1.9
316,258,57,2023-07-12 17:39:00,2023-07-12 20:08:00,149,47.37,787.29,QR Code,Failed,3.8
317,411,30,2024-03-03 14:58:00,2024-03-03 15:32:00,34,2.96,38.07,Credit Card,Completed,2.9
318,160,93,2023-05-23 14:56:00,2023-05-23 17:43:00,167,36.01,339.21,Debit Card,Completed,3.8
319,15,31,2023-08-16 04:54:00,2023-08-16 05:45:00,51,13.66,154.36,Debit Card,Completed,1.8
320,41,109,2024-12-08 03:04:00,2024-12-08 03:23:00,19,5.61,75.4,Wallet,Completed,1.8
321,17,132,2024-08-30 01:30:00,2024-08-30 02:15:00,45,15.2,232.1,UPI,Completed,2.2
322,6,25,2023-05-07 19:13:00,2023-05-07 21:58:00,165,55.34,195.35,Credit Card,Failed,2.4
323,47,38,2023-10-12 18:22:00,2023-10-12 20:07:00,105,10.59,152.18,RFID Tag,Failed,3.5
324,259,18,2023-04-12 18:48:00,2023-04-12 19:06:00,18,3.91,64.67,QR Code,Completed,4.9
325,88,2,2023-04-12 06:58:00,2023-04-12 09:22:00,144,46.02,629.09,Wallet,Interrupted,3.8
326,95,113,2024-11-20 03:11:00,2024-11-20 04:56:00,105,37.88,610.63,Wallet,Completed,3.1
327,209,29,2023-11-18 03:29:00,2023-11-18 04:12:00,43,9.23,110.39,Wallet,Interrupted,3.8
328,286,11,2023-03-26 10:31:00,2023-03-26 11:15:00,44,7.56,91.85,Wallet,Failed,3.9
329,352,114,2023-08-20 17:26:00,2023-08-20 18:55:00,89,32.21,564.64,Wallet,Completed,4.4
330,459,122,2024-11-26 11:11:00,2024-11-26 11:29:00,18,6.59,77.04,Wallet,Failed,1.4
331,225,134,2024-11-05 21:05:00,2024-11-05 21:50:00,45,4.29,24.62,Wallet,Failed,3.4
332,53,44,2023-03-08 11:12:00,2023-03-08 12:53:00,101,11.46,40.34,Wallet,Completed,1.9
333,218,128,2023-10-13 22:49:00,2023-10-14 01:32:00,163,38.79,206.75,QR Code,Interrupted,2.4
334,342,104,2024-05-11 16:17:00,2024-05-11 17:09:00,52,15.25,107.36,UPI,Completed,2.0
335,255,60,2024-10-05 04:01:00,2024-10-05 04:41:00,40,11.35,188.98,UPI,Interrupted,3.7
336,498,46,2024-01-27 19:43:00,2024-01-27 21:21:00,98,9.64,111.25,RFID Tag,Failed,1.4
337,40,134,2024-05-19 14:12:00,2024-05-19 15:42:00,90,23.37,134.14,Wallet,Failed,2.0
338,176,5,2023-02-02 13:56:00,2023-02-02 14:41:00,45,7.72,48.56,Debit Card,Interrupted,2.8
339,19,9,2023-07-01 17:42:00,2023-07-01 19:14:00,92,30.37,308.26,Credit Card,Interrupted,2.7
340,160,100,2024-05-14 03:36:00,2024-05-14 05:56:00,140,36.26,584.87,QR Code,Failed,3.3
341,244,41,2024-06-02 01:25:00,2024-06-02 02:47:00,82,16.95,157.3,Wallet,Failed,3.7
342,393,73,2023-11-25 01:01:00,2023-11-25 03:47:00,166,10.67,144.37,Debit Card,Interrupted,4.2
343,299,7,2024-10-02 10:24:00,2024-10-02 11:03:00,39,7.24,101.87,Debit Card,Interrupted,2.4
344,339,63,2023-09-11 07:41:00,2023-09-11 09:15:00,94,22.34,84.89,QR Code,Completed,4.5
345,59,87,2023-06-23 00:34:00,2023-06-23 02:12:00,98,6.06,43.21,QR Code,Interrupted,3.3
346,462,108,2023-10-01 00:44:00,2023-10-01 02:59:00,135,31.89,375.98,Debit Card,Interrupted,3.3
347,166,26,2024-05-15 03:44:00,2024-05-15 04:51:00,67,10.48,60.16,RFID Tag,Failed,2.4
348,315,77,2024-01-08 13:12:00,2024-01-08 15:34:00,142,35.67,454.79,UPI,Failed,1.9
349,136,13,2023-11-01 18:25:00,2023-11-01 19:37:00,72,17.84,309.17,UPI,Failed,4.4
350,49,87,2023-10-07 02:36:00,2023-10-07 05:06:00,150,30.08,214.47,Credit Card,Interrupted,4.2
351,334,78,2024-05-31 09:27:00,2024-05-31 12:00:00,153,22.83,399.52,Wallet,Interrupted,2.0
352,264,117,2024-11-18 17:11:00,2024-11-18 17:30:00,19,4.73,61.06,RFID Tag,Completed,3.3
353,110,120,2023-10-02 20:34:00,2023-10-02 23:26:00,172,55.05,482.24,Wallet,Failed,3.9
354,31,134,2023-07-25 11:29:00,2023-07-25 12:21:00,52,6.56,37.65,QR Code,Failed,4.1
355,433,112,2024-02-25 10:55:00,2024-02-25 11:26:00,31,7.77,49.81,Wallet,Interrupted,4.3
356,331,42,2023-09-20 21:38:00,2023-09-20 22:53:00,75,13.39,69.23,UPI,Completed,1.8
357,126,80,2024-04-20 15:35:00,2024-04-20 17:41:00,126,23.14,280.92,UPI,Completed,1.6
358,70,8,2023-09-22 08:42:00,2023-09-22 11:17:00,155,16.39,132.27,UPI,Failed,2.9
359,11,15,2023-03-27 10:38:00,2023-03-27 12:09:00,91,29.54,479.73,Wallet,Interrupted,3.7
360,454,24,2024-02-11 23:53:00,2024-02-12 00:43:00,50,6.24,105.64,RFID Tag,Failed,3.0
361,62,134,2024-11-11 18:49:00,2024-11-11 21:18:00,149,19.33,110.95,UPI,Completed,3.4
362,396,81,2023-12-04 18:47:00,2023-12-04 20:41:00,114,34.79,408.78,QR Code,Completed,4.7
363,112,37,2023-04-20 05:13:00,2023-04-20 06:38:00,85,16.08,283.01,Debit Card,Failed,1.2
364,274,96,2024-12-17 03:20:00,2024-12-17 05:54:00,154,28.37,436.9,QR Code,Completed,4.9
365,451,38,2024-01-07 15:45:00,2024-01-07 17:34:00,109,33.8,485.71,UPI,Failed,4.9
366,311,9,2024-11-09 01:44:00,2024-11-09 03:00:00,76,9.89,100.38,Wallet,Interrupted,3.6
367,359,93,2024-12-02 03:34:00,2024-12-02 04:49:00,75,24.12,227.21,Wallet,Completed,4.6
368,202,66,2023-11-05 02:59:00,2023-11-05 04:14:00,75,10.81,56.86,Credit Card,Interrupted,3.5
369,451,105,2023-02-04 08:55:00,2023-02-04 09:30:00,35,10.87,145.77,Wallet,Interrupted,3.9
370,475,86,2024-03-08 03:52:00,2024-03-08 04:48:00,56,15.19,141.87,RFID Tag,Completed,2.4
371,309,84,2024-04-09 22:01:00,2024-04-09 22:29:00,28,7.09,120.81,Credit Card,Failed,2.8
372,329,35,2023-01-04 12:12:00,2023-01-04 15:07:00,175,25.68,376.98,RFID Tag,Completed,1.4
373,128,133,2024-12-31 20:48:00,2024-12-31 21:36:00,48,15.27,147.05,QR Code,Interrupted,4.2
374,164,116,2024-05-04 23:08:00,2024-05-05 00:29:00,81,8.5,106.08,RFID Tag,Interrupted,4.2
375,102,22,2024-02-29 11:11:00,2024-02-29 13:06:00,115,37.67,569.19,RFID Tag,Completed,1.1
376,12,59,2023-04-02 14:12:00,2023-04-02 15:34:00,82,22.31,87.46,Credit Card,Completed,2.6
377,220,67,2023-06-02 02:23:00,2023-06-02 03:21:00,58,20.3,74.7,UPI,Completed,3.9
378,223,117,2024-11-20 15:07:00,2024-11-20 16:19:00,72,19.87,256.52,Credit Card,Interrupted,2.2
379,254,98,2023-05-14 13:54:00,2023-05-14 15:01:00,67,16.08,237.18,Debit Card,Failed,3.7
380,215,47,2024-02-23 04:01:00,2024-02-23 05:30:00,89,31.96,244.81,Credit Card,Failed,2.8
381,128,95,2024-08-19 21:41:00,2024-08-19 23:53:00,132,10.18,63.73,Wallet,Completed,4.5
382,499,102,2024-12-04 06:45:00,2024-12-04 08:38:00,113,31.0,416.02,QR Code,Failed,2.0
383,49,16,2023-02-23 10:59:00,2023-02-23 12:14:00,75,14.93,67.19,Debit Card,Failed,4.8
384,496,12,2023-01-06 08:32:00,2023-01-06 11:25:00,173,29.52,482.06,Wallet,Failed,2.5
385,496,11,2024-08-17 05:16:00,2024-08-17 06:14:00,58,12.15,147.62,Debit Card,Interrupted,1.5
386,163,136,2024-03-19 04:16:00,2024-03-19 05:00:00,44,6.56,95.45,Credit Card,Interrupted,4.5
387,428,72,2024-01-05 13:18:00,2024-01-05 14:40:00,82,20.02,231.23,Debit Card,Failed,2.3
388,458,43,2023-11-20 23:31:00,2023-11-21 00:24:00,53,11.98,178.5,QR Code,Failed,4.2
389,28,49,2023-06-02 01:14:00,2023-06-02 02:15:00,61,3.74,31.27,Debit Card,Completed,3.8
390,224,30,2024-05-21 01:28:00,2024-05-21 03:14:00,106,38.49,494.98,RFID Tag,Interrupted,2.8
391,58,38,2023-05-07 11:05:00,2023-05-07 12:12:00,67,21.77,312.83,Credit Card,Completed,4.0
392,422,70,2024-07-30 21:37:00,2024-07-30 22:46:00,69,16.2,145.8,UPI,Failed,4.1
393,93,107,2023-03-20 07:49:00,2023-03-20 10:11:00,142,37.54,479.01,Debit Card,Completed,2.1
394,349,32,2024-02-08 11:37:00,2024-02-08 12:19:00,42,13.23,206.26,Credit Card,Completed,1.3
395,426,123,2024-04-09 20:17:00,2024-04-09 23:04:00,167,43.15,324.49,Debit Card,Completed,3.6
396,487,116,2023-11-29 23:46:00,2023-11-30 02:26:00,160,14.55,181.58,UPI,Failed,2.1
397,409,15,2023-03-14 17:38:00,2023-03-14 19:30:00,112,8.88,144.21,Debit Card,Completed,2.0
398,395,103,2023-04-02 00:54:00,2023-04-02 02:02:00,68,6.91,40.84,Wallet,Interrupted,3.6
399,489,40,2023-05-04 09:31:00,2023-05-04 11:36:00,125,35.38,365.48,Debit Card,Failed,3.4
400,184,25,2024-01-12 16:12:00,2024-01-12 18:32:00,140,26.75,94.43,Wallet,Interrupted,2.1
401,308,109,2023-04-03 13:51:00,2023-04-03 15:40:00,109,26.64,358.04,Wallet,Failed,2.7
402,21,132,2023-12-16 14:43:00,2023-12-16 15:55:00,72,18.37,280.51,QR Code,Completed,4.7
403,270,135,2023-03-27 09:29:00,2023-03-27 11:35:00,126,9.46,91.95,Wallet,Interrupted,1.6
404,66,77,2023-09-12 16:27:00,2023-09-12 17:57:00,90,20.7,263.93,RFID Tag,Completed,4.7
405,263,28,2024-06-06 13:26:00,2024-06-06 14:05:00,39,7.69,123.04,QR Code,Failed,4.3
406,182,66,2024-08-22 02:49:00,2024-08-22 05:12:00,143,7.89,41.5,QR Code,Failed,2.9
407,403,47,2024-02-07 01:05:00,2024-02-07 03:06:00,121,39.64,303.64,Debit Card,Interrupted,3.3
408,233,116,2024-09-30 08:21:00,2024-09-30 09:23:00,62,7.24,90.36,UPI,Failed,4.9
409,133,28,2024-03-20 17:01:00,2024-03-20 17:17:00,16,2.8,44.8,UPI,Completed,3.6
410,236,104,2024-11-04 23:38:00,2024-11-05 01:57:00,139,20.28,142.77,RFID Tag,Interrupted,3.8
411,494,102,2023-11-06 02:08:00,2023-11-06 02:57:00,49,2.67,35.83,UPI,Completed,3.8
412,97,7,2023-08-03 15:41:00,2023-08-03 16:33:00,52,13.3,187.13,Wallet,Failed,4.4
413,276,49,2023-03-30 09:49:00,2023-03-30 12:02:00,133,12.89,107.76,Wallet,Completed,1.5
414,463,40,2024-12-20 14:31:00,2024-12-20 16:46:00,135,7.59,78.4,Wallet,Failed,2.0
415,151,101,2023-02-22 10:00:00,2023-02-22 10:41:00,41,10.23,135.85,QR Code,Interrupted,4.9
416,435,127,2024-08-15 19:46:00,2024-08-15 22:22:00,156,57.15,902.4,UPI,Interrupted,2.6
417,263,125,2023-08-26 22:03:00,2023-08-27 00:33:00,150,8.4,80.64,RFID Tag,Interrupted,3.2
418,138,107,2024-04-29 03:31:00,2024-04-29 06:25:00,174,60.44,771.21,Debit Card,Interrupted,3.8
419,11,42,2023-10-22 23:12:00,2023-10-23 01:27:00,135,21.45,110.9,Credit Card,Failed,1.9
420,466,87,2024-09-08 22:42:00,2024-09-09 00:56:00,134,12.27,87.49,Debit Card,Failed,3.8
421,492,107,2024-11-20 20:47:00,2024-11-20 22:34:00,107,32.32,412.4,Credit Card,Failed,1.8
422,354,23,2024-11-14 15:08:00,2024-11-14 16:07:00,59,6.68,47.56,RFID Tag,Interrupted,1.4
423,213,127,2023-11-07 07:13:00,2023-11-07 09:50:00,157,10.19,160.9,UPI,Interrupted,4.5
424,183,41,2023-06-28 16:02:00,2023-06-28 16:33:00,31,4.87,45.19,UPI,Failed,1.9
425,288,58,2024-05-13 08:21:00,2024-05-13 10:06:00,105,30.83,282.09,RFID Tag,Interrupted,4.6
426,437,132,2024-09-10 21:06:00,2024-09-10 21:33:00,27,9.27,141.55,Wallet,Interrupted,4.9
427,387,29,2023-04-19 19:39:00,2023-04-19 20:20:00,41,12.74,152.37,UPI,Failed,1.4
428,323,31,2023-07-30 11:10:00,2023-07-30 12:39:00,89,24.41,275.83,RFID Tag,Interrupted,3.9
429,51,40,2024-10-24 11:21:00,2024-10-24 12:11:00,50,4.45,45.97,Credit Card,Interrupted,4.9
430,394,2,2023-09-09 15:21:00,2023-09-09 16:49:00,88,18.47,252.48,UPI,Interrupted,2.5
431,387,107,2024-01-05 20:42:00,2024-01-05 21:59:00,77,7.55,96.34,RFID Tag,Interrupted,4.1
432,71,110,2024-02-28 13:57:00,2024-02-28 16:09:00,132,46.39,590.54,RFID Tag,Failed,2.4
433,16,114,2023-05-30 00:45:00,2023-05-30 03:12:00,147,51.28,898.94,UPI,Interrupted,2.3
434,396,43,2024-03-20 01:25:00,2024-03-20 01:49:00,24,6.22,92.68,QR Code,Completed,4.6
435,30,134,2023-10-30 13:25:00,2023-10-30 16:01:00,156,50.95,292.45,QR Code,Failed,2.3
436,177,3,2023-10-14 16:39:00,2023-10-14 17:31:00,52,14.13,93.54,Wallet,Failed,1.8
437,279,114,2024-12-15 11:56:00,2024-12-15 13:54:00,118,34.87,611.27,Debit Card,Completed,1.1
438,172,100,2023-05-10 16:34:00,2023-05-10 18:01:00,87,10.24,165.17,RFID Tag,Failed,2.2
439,175,41,2023-01-24 00:56:00,2023-01-24 03:29:00,153,36.36,337.42,Credit Card,Interrupted,3.9
440,259,29,2023-03-03 11:16:00,2023-03-03 14:11:00,175,36.87,440.97,UPI,Completed,4.0
441,482,32,2024-04-04 09:36:00,2024-04-04 09:52:00,16,3.1,48.33,Credit Card,Failed,5.0
442,290,60,2023-12-25 09:18:00,2023-12-25 11:59:00,161,42.33,704.79,QR Code,Interrupted,3.1
443,127,27,2023-12-02 16:37:00,2023-12-02 17:41:00,64,19.88,214.51,Debit Card,Interrupted,1.4
444,365,109,2024-02-26 02:05:00,2024-02-26 02:35:00,30,5.54,74.46,Credit Card,Interrupted,1.9
445,40,95,2024-11-24 16:25:00,2024-11-24 19:10:00,165,37.46,234.5,Wallet,Interrupted,3.3
446,326,109,2024-03-26 22:59:00,2024-03-27 01:19:00,140,39.44,530.07,Wallet,Completed,1.6
447,66,125,2024-12-29 14:08:00,2024-12-29 16:34:00,146,47.21,453.22,UPI,Failed,1.9
448,243,9,2023-06-10 17:23:00,2023-06-10 18:08:00,45,10.82,109.82,Wallet,Completed,1.5
449,293,75,2023-02-11 16:09:00,2023-02-11 16:54:00,45,7.54,50.07,Debit Card,Interrupted,2.2
450,15,37,2023-05-26 18:26:00,2023-05-26 18:53:00,27,9.36,164.74,Debit Card,Interrupted,1.9
451,420,126,2023-01-03 03:35:00,2023-01-03 05:19:00,104,7.43,30.69,UPI,Interrupted,2.9
452,159,116,2023-12-12 12:30:00,2023-12-12 15:20:00,170,15.65,195.31,Credit Card,Failed,3.5
453,390,116,2024-11-14 14:09:00,2024-11-14 15:47:00,98,7.67,95.72,RFID Tag,Failed,3.5
454,199,60,2024-02-09 10:34:00,2024-02-09 11:00:00,26,9.19,153.01,Wallet,Failed,2.1
455,46,43,2024-12-25 00:36:00,2024-12-25 03:32:00,176,53.17,792.23,QR Code,Interrupted,3.2
456,64,22,2023-07-17 19:34:00,2023-07-17 22:16:00,162,46.97,709.72,RFID Tag,Failed,1.8
457,244,129,2023-01-20 03:42:00,2023-01-20 06:13:00,151,16.14,79.73,UPI,Interrupted,4.1
458,126,114,2023-03-28 17:38:00,2023-03-28 19:15:00,97,17.19,301.34,UPI,Interrupted,4.4
459,12,88,2024-03-23 05:26:00,2024-03-23 05:47:00,21,6.77,74.61,Debit Card,Interrupted,2.0
460,59,26,2024-07-08 05:18:00,2024-07-08 06:09:00,51,5.5,31.57,UPI,Completed,2.2
461,209,44,2023-03-02 19:20:00,2023-03-02 20:21:00,61,3.57,12.57,UPI,Interrupted,2.6
462,164,37,2024-02-27 10:16:00,2024-02-27 12:07:00,111,38.65,680.24,UPI,Completed,1.8
463,386,61,2024-05-19 16:48:00,2024-05-19 19:12:00,144,24.76,222.84,UPI,Interrupted,1.2
464,238,105,2023-03-09 15:01:00,2023-03-09 17:00:00,119,29.82,399.89,UPI,Interrupted,3.2
465,301,26,2023-09-10 17:41:00,2023-09-10 18:28:00,47,6.88,39.49,Wallet,Interrupted,1.3
466,326,129,2023-07-28 04:23:00,2023-07-28 06:56:00,153,55.39,273.63,Credit Card,Failed,4.8
467,493,116,2023-02-12 00:52:00,2023-02-12 03:05:00,133,47.13,588.18,RFID Tag,Interrupted,3.6
468,86,1,2023-03-03 15:17:00,2023-03-03 18:05:00,168,21.75,103.53,QR Code,Interrupted,5.0
469,432,55,2024-08-22 16:18:00,2024-08-22 16:44:00,26,2.63,20.09,RFID Tag,Failed,1.3
470,46,102,2024-12-16 03:53:00,2024-12-16 04:43:00,50,13.98,187.61,Debit Card,Interrupted,1.8
471,259,82,2024-11-29 10:40:00,2024-11-29 12:01:00,81,29.18,203.68,QR Code,Interrupted,2.1
472,340,83,2023-12-16 06:29:00,2023-12-16 09:17:00,168,25.87,355.71,QR Code,Completed,3.6
473,2,122,2023-01-05 00:43:00,2023-01-05 01:42:00,59,10.67,124.73,QR Code,Failed,3.0
474,202,21,2024-10-26 20:04:00,2024-10-26 22:36:00,152,9.09,44.63,QR Code,Interrupted,3.7
475,181,97,2024-09-07 11:24:00,2024-09-07 12:24:00,60,18.94,157.58,QR Code,Completed,1.5
476,190,50,2024-03-31 00:14:00,2024-03-31 00:34:00,20,5.8,40.89,QR Code,Failed,2.4
477,47,78,2023-08-15 07:31:00,2023-08-15 09:18:00,107,6.6,115.5,Wallet,Failed,3.8
478,108,2,2023-07-20 20:25:00,2023-07-20 21:08:00,43,14.0,191.38,RFID Tag,Failed,3.0
479,283,50,2024-11-06 23:36:00,2024-11-07 02:25:00,169,38.69,272.76,UPI,Failed,1.5
480,34,33,2023-09-23 18:54:00,2023-09-23 20:07:00,73,24.02,124.18,QR Code,Interrupted,1.8
481,348,6,2024-12-10 21:34:00,2024-12-11 00:26:00,172,22.38,284.67,RFID Tag,Interrupted,1.0
482,219,14,2023-11-27 13:54:00,2023-11-27 15:53:00,119,16.28,200.73,QR Code,Failed,2.9
483,186,133,2023-02-14 23:14:00,2023-02-14 23:41:00,27,3.73,35.92,Wallet,Failed,2.8
484,3,101,2023-07-19 10:05:00,2023-07-19 12:46:00,161,49.23,653.77,QR Code,Completed,4.9
485,217,20,2023-09-13 06:10:00,2023-09-13 07:49:00,99,14.69,154.83,QR Code,Failed,1.4
486,246,111,2023-01-25 18:51:00,2023-01-25 21:46:00,175,60.57,904.31,Debit Card,Completed,1.4
487,123,88,2023-02-25 10:33:00,2023-02-25 11:48:00,75,26.16,288.28,RFID Tag,Failed,2.8
488,49,115,2024-08-15 03:05:00,2024-08-15 03:35:00,30,10.21,135.38,Wallet,Interrupted,4.6
489,356,17,2023-05-11 01:58:00,2023-05-11 04:06:00,128,8.62,150.68,RFID Tag,Failed,2.7
490,53,15,2024-07-26 01:18:00,2024-07-26 03:10:00,112,19.85,322.36,RFID Tag,Interrupted,1.9
491,307,3,2024-04-09 12:29:00,2024-04-09 14:33:00,124,40.75,269.76,RFID Tag,Completed,2.4
492,481,7,2024-04-09 16:21:00,2024-04-09 19:06:00,165,18.31,257.62,UPI,Completed,3.4
493,35,50,2024-08-09 04:40:00,2024-08-09 07:05:00,145,19.02,134.09,Wallet,Interrupted,3.9
494,228,48,2023-09-06 04:51:00,2023-09-06 05:17:00,26,1.8,19.64,Debit Card,Failed,2.7
